PHARMACY_NAME,CITY,STATE NAME,STATE,ZIP,COUNTY,R/U
WALGREENS #4328,HOUSTON,Texas,TX,77025,HARRIS,URBAN
WALGREENS #4316,HOUSTON,Texas,TX,77035-3102,HARRIS,URBAN
WALGREENS #6606,HOUSTON,Texas,TX,77034,HARRIS,URBAN
MEDPHARMA PHARMACY,DALLAS,Texas,TX,75207,DALLAS,URBAN
CVS/PHARMACY #1037,BASTROP,Texas,TX,78602,BASTROP,URBAN
VICTORIA SURGERY CENTER,VICTORIA,Texas,TX,77904,VICTORIA,URBAN
TIDWELL PHARMACY,HOUSTON,Texas,TX,77091,HARRIS,URBAN
TIRR MEMORIAL HERMANN,HOUSTON,Texas,TX,77030,HARRIS,URBAN
WALGREENS #9680,TAYLOR,Texas,TX,76574,WILLIAMSON,URBAN
TOWN & COUNTRY DRUG INC,ODESSA,Texas,TX,79762-6952,ECTOR,URBAN
CVS/PHARMACY #3551,SAN ANTONIO,Texas,TX,78258,BEXAR,URBAN
ADVANTAGES PHARMACY,HUMBLE,Texas,TX,77338,HARRIS,URBAN
WALGREENS #12517,KYLE,Texas,TX,78640,HAYS,URBAN
PAM SPECIALTY HOSPITAL OF LULING,LULING,Texas,TX,78648,CALDWELL,RURAL
LAREDO DIGESTIVE HEALTH CENTER LLC,LAREDO,Texas,TX,78041,WEBB,URBAN
TEXAS ONCOLOGY PHARMACY - AMARILLO,AMARILLO,Texas,TX,79106,POTTER,URBAN
SOUTH SHORE SURGICENTER LLC,LEAGUE CITY,Texas,TX,77573,GALVESTON,URBAN
DALLAS ID ASSOCIATES INFUSION CENTER,IRVING,Texas,TX,75039,DALLAS,URBAN
SAVON-PHARMACY #934,EL PASO,Texas,TX,79925,EL PASO,URBAN
WALGREENS #7899,SAGINAW,Texas,TX,76179-1234,TARRANT,URBAN
PROVIDENCE HEALTH CENTER,WACO,Texas,TX,76712-7910,MCLENNAN,URBAN
GLEN ROSE DISCOUNT DRUG,GLEN ROSE,Texas,TX,76043,SOMERVELL,RURAL
WALGREENS #9679,AUSTIN,Texas,TX,78753,TRAVIS,URBAN
WALGREENS #9648,WOODWAY,Texas,TX,76712,MCLENNAN,URBAN
MEDCARE RX PHARMACY,HOUSTON,Texas,TX,77074,HARRIS,URBAN
BROOKSHIRE BROTHERS PHY #1002,WINNIE,Texas,TX,77665,CHAMBERS,RURAL
WALGREENS #9002,HOUSTON,Texas,TX,77041-3504,HARRIS,URBAN
WALGREENS #3324,SUGAR LAND,Texas,TX,77478-1811,FORT BEND,URBAN
ENNIS STREET PHARMACY,HOUSTON,Texas,TX,77004,HARRIS,URBAN
WESTLANDS PHARMACY,BELLAIRE,Texas,TX,77401,HARRIS,URBAN
ENCOMPASS HEALTH REHAB HOSPITAL OF THE W,CONROE,Texas,TX,77384,MONTGOMERY,URBAN
WALGREENS #3996,SAN ANTONIO,Texas,TX,78218-2107,BEXAR,URBAN
VAC PHARMACY INCORPORATED,HOUSTON,Texas,TX,77074,HARRIS,URBAN
BROOKSHIRE PHCY #39,FLINT,Texas,TX,75762,SMITH,URBAN
WALGREENS #9040,STEPHENVILLE,Texas,TX,76401-3805,ERATH,RURAL
COSTCO PHARMACY #768,EL PASO,Texas,TX,79925,EL PASO,URBAN
ALLENS NUTECH INC,WICHITA FALLS,Texas,TX,76302,WICHITA,URBAN
"LYNN'S LAVEGA PHARMACY, INC.",WACO,Texas,TX,76705-3259,MCLENNAN,URBAN
CEDAR CREST HOSPITAL,BELTON,Texas,TX,76513,BELL,URBAN
WALGREENS #3562,SAN ANTONIO,Texas,TX,78245,BEXAR,URBAN
CARE MART PHARMACY,FORT WORTH,Texas,TX,76133,TARRANT,URBAN
WALGREENS #3822,MESQUITE,Texas,TX,75149,DALLAS,URBAN
DOYLE'S PHARMACY INC. NO. 3,HOUSTON,Texas,TX,77005,HARRIS,URBAN
TEXAS HEALTH HARRIS METHODIST HOSPITAL C,CLEBURNE,Texas,TX,76033,JOHNSON,URBAN
BROWNSVILLE COM. HEALTH CENTER,BROWNSVILLE,Texas,TX,78521,CAMERON,URBAN
WALGREENS #03271,BEAUMONT,Texas,TX,77708-5513,JEFFERSON,URBAN
WESTOVER PHARMACY,BIG SPRING,Texas,TX,79720,HOWARD,RURAL
OAKDELL PHARMACY,SAN ANTONIO,Texas,TX,78229-4535,BEXAR,URBAN
PHARMACY PLUS #1,TEAGUE,Texas,TX,75860-1628,FREESTONE,RURAL
MEMORIAL HERMANN KATY HOSPITAL PHARMACY,KATY,Texas,TX,77494,HARRIS,URBAN
COOK CHILDREN'S MEDICAL CENTER,FORT WORTH,Texas,TX,76104,TARRANT,URBAN
WALGREENS #3138,BAYTOWN,Texas,TX,77521-3106,HARRIS,URBAN
WALGREENS #3141,SAN ANTONIO,Texas,TX,78223,BEXAR,URBAN
EAST TEXAS EYE ASSOCIATES SURGERY CENTER,LUFKIN,Texas,TX,75904,ANGELINA,URBAN
BROOKSHIRE PHARMACY #117,SWEETWATER,Texas,TX,79556,NOLAN,RURAL
COVENANT HOSPITAL LEVELLAND,LEVELLAND,Texas,TX,79336-6508,HOCKLEY,RURAL
MEDICAL PARK PHARMACY,DALLAS,Texas,TX,75247,DALLAS,URBAN
"T & T PHARMACY, INC.",VIDOR,Texas,TX,77662,ORANGE,URBAN
CENTROMED SARAH E DAVIDSON CLINIC,SAN ANTONIO,Texas,TX,78207,BEXAR,URBAN
HIBBS PHARMACY,BAY CITY,Texas,TX,77414,MATAGORDA,RURAL
WALGREENS #03400,HOUSTON,Texas,TX,77099,HARRIS,URBAN
DIGESTIVE HEALTH ASSOCIATES OF TEXAS PA,PLANO,Texas,TX,75075,COLLIN,URBAN
AVONDALE PHARMACY,AMARILLO,Texas,TX,79106,POTTER,URBAN
WALGREENS #03507,PORT NECHES,Texas,TX,77651,JEFFERSON,URBAN
DAVIS CITY PHARMACY,WEATHERFORD,Texas,TX,76086-3358,PARKER,URBAN
CHILDREN'S HOSPITAL OF SAN ANTONIO PHARM,SAN ANTONIO,Texas,TX,78207,BEXAR,URBAN
NUESTRA CLINICA DEL VALLE,EDCOUCH,Texas,TX,78538,HIDALGO,URBAN
WALGREENS #3220,WICHITA FALLS,Texas,TX,76308,WICHITA,URBAN
WALGREENS #2636,VICTORIA,Texas,TX,77901,VICTORIA,URBAN
WALGREENS #6122,MIDLAND,Texas,TX,79701-6331,MIDLAND,URBAN
WALGREENS #00553,HOUSTON,Texas,TX,77096,HARRIS,URBAN
WALGREENS #9216,ROUND ROCK,Texas,TX,78681-7900,WILLIAMSON,URBAN
"PRESTON ROAD PHARMACY, INC.",DALLAS,Texas,TX,75205,DALLAS,URBAN
BROOKSHIRE BROS. PHCY #45,JASPER,Texas,TX,75951,JASPER,RURAL
WALGREENS #7354,IRVING,Texas,TX,75061-4016,DALLAS,URBAN
WALGREENS #4899,ABILENE,Texas,TX,79606,TAYLOR,URBAN
"ARTHUR HADLEY, MD,PA PHARMACY",KATY,Texas,TX,77450,HARRIS,URBAN
WALGREENS #3824,MESQUITE,Texas,TX,75150,DALLAS,URBAN
BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL,FORT WORTH,Texas,TX,76104,TARRANT,URBAN
WALGREENS #4745,HOUSTON,Texas,TX,77005,HARRIS,URBAN
WALGREENS #4822,LUBBOCK,Texas,TX,79414,LUBBOCK,URBAN
MEDICAL ARTS DRUG CO.,BRENHAM,Texas,TX,77833,WASHINGTON,RURAL
CHI ST JOSEPH HEALTH GRIMES HOSPITAL,NAVASOTA,Texas,TX,77868,GRIMES,RURAL
WALGREENS #4817,DALLAS,Texas,TX,75231-7207,DALLAS,URBAN
GLENVIEW PROFESSIONAL PHCY II,FORT WORTH,Texas,TX,76180,TARRANT,URBAN
WALGREENS #7073,PASADENA,Texas,TX,77504-3311,HARRIS,URBAN
BROOKSHIRE PHARMACY #109,DAINGERFIELD,Texas,TX,75638,MORRIS,RURAL
WALGREENS #5092,DALLAS,Texas,TX,75204,DALLAS,URBAN
MED SHOP TOTAL CARE PHARMACY,LONGVIEW,Texas,TX,75605,GREGG,URBAN
GUARDIAN PHARMACY SERVICES,DALLAS,Texas,TX,75247,DALLAS,URBAN
KINDRED HOSPITAL TARRANT COUNTY FORT WOR,FORT WORTH,Texas,TX,76132,TARRANT,URBAN
DALLAS SURGICENTER,DALLAS,Texas,TX,75231-4409,DALLAS,URBAN
BROOKSHIRE BROS. PHCY #32,CENTER,Texas,TX,75935,SHELBY,RURAL
PLANNED PARENTHOOD - NORTHVILLE HEALTH C,HOUSTON,Texas,TX,77037,HARRIS,URBAN
SHRINERS HOSPITAL FOR CHILDREN,HOUSTON,Texas,TX,77030-3701,HARRIS,URBAN
BROOKSHIRE BROS. PHCY #43,DAYTON,Texas,TX,77535,LIBERTY,URBAN
MEDPARK PHARMACY,SAN MARCOS,Texas,TX,78666-7523,HAYS,URBAN
WALGREENS #6861,AUSTIN,Texas,TX,78753,TRAVIS,URBAN
WALGREENS #9062,GALVESTON,Texas,TX,77551-1849,GALVESTON,URBAN
PALACIOS PRESCRIPTION SHOPPE,PALACIOS,Texas,TX,77465,MATAGORDA,RURAL
CHRISTUS SANTA ROSA HOSPITAL -  MEDICAL,SAN ANTONIO,Texas,TX,78229-4813,BEXAR,URBAN
ATHENS FAMILY CIRCLE OF CARE,ATHENS,Texas,TX,75751,HENDERSON,URBAN
BAYLOR SCOTT & WHITE EMERGENCY CENTER- L,DALLAS,Texas,TX,75206,DALLAS,URBAN
CVS/ PHARMACY #11160,EL PASO,Texas,TX,79904,EL PASO,URBAN
CARVAJAL PHARMACY DIXON,SAN ANTONIO,Texas,TX,78222,BEXAR,URBAN
BRANDY PHARMACY #4,MESQUITE,Texas,TX,75149,DALLAS,URBAN
JOE ARRINGTON CANCER CENTER PHARMACY,LUBBOCK,Texas,TX,79410,LUBBOCK,URBAN
BAYLOR SCOTT & WHITE MEDICAL CENTER - CE,FRISCO,Texas,TX,75035,COLLIN,URBAN
CHRISTUS GOOD SHEPHERD AMBULATORY SURGIC,LONGVIEW,Texas,TX,75601,GREGG,URBAN
THE PFLUGERVILLE PHARMACY,PFLUGERVILLE,Texas,TX,78660,TRAVIS,URBAN
COSTCO PHARMACY #1284,MCKINNEY,Texas,TX,75071,COLLIN,URBAN
SMART HEALTH PHARMACY,BEAUMONT,Texas,TX,77701,JEFFERSON,URBAN
SNG PHARMACY,HOUSTON,Texas,TX,77082,HARRIS,URBAN
WOODLANDS INTEGRATIVE CARE HOSPITAL INC,CONROE,Texas,TX,77384,MONTGOMERY,URBAN
ADVANCED INFUSION SOLUTIONS,DALLAS,Texas,TX,75287,DENTON,URBAN
HOLISTIC PHARMACY SERVICES,IRVING,Texas,TX,75039,DALLAS,URBAN
PRECIOUS PLACES PHARMACY,HOUSTON,Texas,TX,77072,HARRIS,URBAN
WALGREENS #21172,EL PASO,Texas,TX,79902,EL PASO,URBAN
COVENANT HEALTH PHARMACY,LUBBOCK,Texas,TX,79410,LUBBOCK,URBAN
LEGACY COMMUNITY HEALTH SERVICES PHARMAC,HOUSTON,Texas,TX,77020,HARRIS,URBAN
CVS/PHARMACY #10980,SPRING,Texas,TX,77379,HARRIS,URBAN
SAMS CLUB PHARMACY 10-6781,KELLER,Texas,TX,76248,TARRANT,URBAN
AMERICARE RX PHARMACY INC,PLANO,Texas,TX,75093,COLLIN,URBAN
CVS/ PHARMACY #10888,AUSTIN,Texas,TX,78701,TRAVIS,URBAN
CVS/PHARMACY #11067,MISSOURI CITY,Texas,TX,77459,FORT BEND,URBAN
MEMORIAL HERMANN CYPRESS HOSPITAL,CYPRESS,Texas,TX,77433,HARRIS,URBAN
CVS/PHARMACY #17713,AUSTIN,Texas,TX,78705,TRAVIS,URBAN
FRANKLIN PHARMACY,WICHITA FALLS,Texas,TX,76301,WICHITA,URBAN
CALVARY PHARMACY,CEDAR HILL,Texas,TX,75104,DALLAS,URBAN
BALL PARK PHARMACY,ARLINGTON,Texas,TX,76006,TARRANT,URBAN
CENTRAL PHARMACY,WESLACO,Texas,TX,78596,HIDALGO,URBAN
EL PASO INTEGRATED PHYSICIANS GROUP-EP S,EL PASO,Texas,TX,79912,EL PASO,URBAN
CVS/PHARMACY #11091,ARGYLE,Texas,TX,76226,DENTON,URBAN
THE PHARMACY SHOP,WEIMAR,Texas,TX,78962,COLORADO,RURAL
V-CARE PHARMACY,JACKSONVILLE,Texas,TX,75766,CHEROKEE,URBAN
TEXAS CHILDREN'S HOSPITAL - THE WOODLAND,THE WOODLANDS,Texas,TX,77384,MONTGOMERY,URBAN
CVS/PHARMACY #10906,CYPRESS,Texas,TX,77433,HARRIS,URBAN
HARDING & PARKER PHARMACY,VICTORIA,Texas,TX,77901,VICTORIA,URBAN
LYTLE COMMUNITY HEALTH CENTER,LYTLE,Texas,TX,78052,ATASCOSA,RURAL
CVS/PHARMACY # 17318,GRAND PRAIRIE,Texas,TX,75052,DALLAS,URBAN
CVS/PHARMACY #16896,FORT WORTH,Texas,TX,76132,TARRANT,URBAN
CVS/PHARMACY # 16821,GARLAND,Texas,TX,75040,DALLAS,URBAN
CVS/PHARMACY #16321,BAYTOWN,Texas,TX,77521,HARRIS,URBAN
LIFECARE GARZA PHARMACY,SAN ANTONIO,Texas,TX,78215,BEXAR,URBAN
CVS/PHARMACY #17078,WAXAHACHIE,Texas,TX,75165,ELLIS,URBAN
WILSON SURGICENTER,LUBBOCK,Texas,TX,79410,LUBBOCK,URBAN
CVS/PHARMACY # 17401,MCKINNEY,Texas,TX,75070,COLLIN,URBAN
PHARMAVIDA RX,PALMVIEW,Texas,TX,78572,HIDALGO,URBAN
CVS/PHARMACY #10451,EL PASO,Texas,TX,79902,EL PASO,URBAN
"COMMUNITY, A WALGREENS PHARMACY #16485",SAN ANTONIO,Texas,TX,78229,BEXAR,URBAN
HCCHC PHARMACY,BIG SPRING,Texas,TX,79720,HOWARD,RURAL
CVS/PHARMACY # 17518,SAN ANTONIO,Texas,TX,78216,BEXAR,URBAN
CVS/PHARMACY #17386,DICKINSON,Texas,TX,77539,GALVESTON,URBAN
CVS/PHARMACY #16889,FRISCO,Texas,TX,75034,DENTON,URBAN
LAKE RIDGE PHARMACY,GRAND PRAIRIE,Texas,TX,75052,DALLAS,URBAN
CVS/PHARMACY #16907,DALLAS,Texas,TX,75231,DALLAS,URBAN
CVS/PHARMACY #16791,PEARLAND,Texas,TX,77584,BRAZORIA,URBAN
GRAHAM PHARMACY NORTH,MIDLAND,Texas,TX,79707,MIDLAND,URBAN
GREENBUSCH PHARMACY,KATY,Texas,TX,77494,FORT BEND,URBAN
CVS/PHARMACY # 17561,HUNTSVILLE,Texas,TX,77340,WALKER,URBAN
CVS/PHARMACY #10841,ORANGE GROVE,Texas,TX,78372,JIM WELLS,RURAL
CVS/PHARMACY #10842,FLORESVILLE,Texas,TX,78114,WILSON,RURAL
HOUSTON METHODIST PEARLAND EMERGENCY CAR,PEARLAND,Texas,TX,77584,BRAZORIA,URBAN
FRESENIUS MEDICAL CARE NORTH AMERICA,DFW AIRPORT,Texas,TX,75261,DALLAS,URBAN
CVS/PHARMACY #10775,HASLET,Texas,TX,76052,TARRANT,URBAN
MEMORIAL HERMANN SOUTH KATY CONVENIENT C,KATY,Texas,TX,77494,FORT BEND,URBAN
WALGREENS #15904,SPRING BRANCH,Texas,TX,78070,COMAL,URBAN
ST HOPE PHARMACY,HOUSTON,Texas,TX,77060,HARRIS,URBAN
CVS/PHARMACY #10554,HOUSTON,Texas,TX,77098,HARRIS,URBAN
SEALY PHARMACY,SEALY,Texas,TX,77474,AUSTIN,RURAL
BAYLOR SCOTT & WHITE MCLANE CHILDREN'S M,TEMPLE,Texas,TX,76508,BELL,URBAN
CVS/PHARMACY #10505,COMMERCE,Texas,TX,75428,HUNT,URBAN
HEALTH SERVICES OF NORTH TEXAS,DENTON,Texas,TX,76210,DENTON,URBAN
SPLENDORA PHARMACY,SPLENDORA,Texas,TX,77372,MONTGOMERY,URBAN
BAYLOR COLLEGE OF MEDICINE - STERLING HI,HOUSTON,Texas,TX,77048,HARRIS,URBAN
BAYLOR ST. LUKE'S MEDICAL CENTER - MCNAI,HOUSTON,Texas,TX,77030,HARRIS,URBAN
CVS/PHARMACY #5002,LANTANA,Texas,TX,76226,DENTON,URBAN
ROYAL PHARMACY,PEARLAND,Texas,TX,77584,BRAZORIA,URBAN
CVS/ PHARMACY #10587,HARKER HTS,Texas,TX,76548,BELL,URBAN
CVS/PHARMACY #10579,ALAMO HEIGHTS,Texas,TX,78209,BEXAR,URBAN
CVS/PHARMACY #10489,FORT WORTH,Texas,TX,76179,TARRANT,URBAN
10 MINUTE PHARMACY,NEW BRAUNFELS,Texas,TX,78130,COMAL,URBAN
SAM'S CLUB PHARMACY 10-6867,RICHMOND,Texas,TX,77407,FORT BEND,URBAN
IBN SINA COMMUNITY CLINIC - CLEARLAKE,HOUSTON,Texas,TX,77598,HARRIS,URBAN
IBN SINA COMMUNITY CLINIC-PORT ARTHUR,PORT ARTHUR,Texas,TX,77642,JEFFERSON,URBAN
SAM'S CLUB PHARMACY 10-8288,MIDLAND,Texas,TX,79706,MIDLAND,URBAN
CVS PHARMACY #10263,PFLUGERVILLE,Texas,TX,78660,TRAVIS,URBAN
FRED'S PHARMACY #1409,DAINGERFIELD,Texas,TX,75638,MORRIS,RURAL
CVS/PHARMACY #10402,ANNA,Texas,TX,75409,COLLIN,URBAN
MOTHER FRANCES HOSPITAL OUTPATIENT SURGE,TYLER,Texas,TX,75702,SMITH,URBAN
SIGNATURECARE EMERGENCY CENTER,HOUSTON,Texas,TX,77083,HARRIS,URBAN
PROMISE HOSPITAL OF DALLAS INC,DALLAS,Texas,TX,75235,DALLAS,URBAN
DFW WELLNESS PHARMACY,MANSFIELD,Texas,TX,76063,TARRANT,URBAN
CVS/PHARMACY #10536,ALAMO,Texas,TX,78516,HIDALGO,URBAN
SAM'S CLUB PHARMACY 10-4939,SAN ANTONIO,Texas,TX,78223,BEXAR,URBAN
CONTROLLED RX PHARMACY,KATY,Texas,TX,77494,FORT BEND,URBAN
MD KIDS PEDIATRIC'S PHARMACY,DALLAS,Texas,TX,75233,DALLAS,URBAN
BAYLOR SCOTT & WHITE MEDICAL CENTER - HI,WACO,Texas,TX,76712,MCLENNAN,URBAN
TEXAS ONCOLOGY PHARMACY-NORTH ARLINGTON,ARLINGTON,Texas,TX,76012,TARRANT,URBAN
SAM'S CLUB PHARMACY 10-4911,MANSFIELD,Texas,TX,76063,TARRANT,URBAN
EAGLE PHARMACY,LINDALE,Texas,TX,75771,SMITH,URBAN
CVS/PHARMACY # 10352,COLLEGE STA,Texas,TX,77840,BRAZOS,URBAN
BEST VALUE HICO PHARMACY,HICO,Texas,TX,76457,HAMILTON,RURAL
WALGREENS # 15339,MAGNOLIA,Texas,TX,77355,MONTGOMERY,URBAN
SPRING CREEK PHARMACY,PLANO,Texas,TX,75023,COLLIN,URBAN
TEXAS CHILDREN'S HOSPITAL PHARMACY - GRE,HOUSTON,Texas,TX,77067,HARRIS,URBAN
TLC PHARMACY & MEDICAL EQUIPMENT #3,BEEVILLE,Texas,TX,78102,BEE,RURAL
CARERX PHARMACY AT SHERMAN,SHERMAN,Texas,TX,75090,GRAYSON,URBAN
CVS/PHARMACY #10335,ALVARADO,Texas,TX,76009,JOHNSON,URBAN
PLANNED PARENTHOOD OF GREATER TEXAS SURG,FORT WORTH,Texas,TX,76132,TARRANT,URBAN
CHILDRESS OUTPOST PHARMACY,CHILDRESS,Texas,TX,79201,CHILDRESS,RURAL
MORNING STAR PHARMACY & MEDICAL SUPPLY I,LANCASTER,Texas,TX,75146,DALLAS,URBAN
ASPCARES,MCALLEN,Texas,TX,78503,HIDALGO,URBAN
MIDCITIES PHARMACY,HURST,Texas,TX,76054,TARRANT,URBAN
CARVAJAL PHARMACY SOUTH SAN,SAN ANTONIO,Texas,TX,78224,BEXAR,URBAN
CVS/PHARMACY # 10106,PFLUGERVILLE,Texas,TX,78660,TRAVIS,URBAN
WALGREENS  #12410,FORT WORTH,Texas,TX,76244,TARRANT,URBAN
WALGREENS  #15141,ODESSA,Texas,TX,79763,ECTOR,URBAN
CVS/PHARMACY #10337,ELGIN,Texas,TX,78621,BASTROP,URBAN
CVS/PHARMACY #10027,MURPHY,Texas,TX,75094,COLLIN,URBAN
LUBBOCK IMPACT FREE CLINIC PHARMACY,LUBBOCK,Texas,TX,79410,LUBBOCK,URBAN
DODSON SURGERY CENTER,FORT WORTH,Texas,TX,76104,TARRANT,URBAN
ANIMAL RX PHARMACY,AMARILLO,Texas,TX,79108,POTTER,URBAN
SWISHER MEMORIAL HOSPITAL,TULIA,Texas,TX,79088,SWISHER,RURAL
LOVING CARE PHARMACY,HOUSTON,Texas,TX,77022,HARRIS,URBAN
CVS/PHARMACY #4827,SAN JUAN,Texas,TX,78589,HIDALGO,URBAN
ST. HOPE PHARMACY,CONROE,Texas,TX,77301,MONTGOMERY,URBAN
PLANNED PARENTHOOD SAN ANTONIO,SAN ANTONIO,Texas,TX,78227,BEXAR,URBAN
ONWARD CARE PHARMACY,FORT WORTH,Texas,TX,76133,TARRANT,URBAN
CVS/PHARMACY #3244,BORGER,Texas,TX,79007,HUTCHINSON,RURAL
"PARAGON INFUSION SERVICES, INC",AUSTIN,Texas,TX,78705,TRAVIS,URBAN
"COMMUNITY, A WALGREENS PHARMACY #15318",DALLAS,Texas,TX,75219,DALLAS,URBAN
BETTER BALANCE PHARMACY,SPRING,Texas,TX,77379,HARRIS,URBAN
COMMUNITYCARE - EAST AUSTIN,AUSTIN,Texas,TX,78702,TRAVIS,URBAN
AMEX COMPOUNDING PHARMACY,HOUSTON,Texas,TX,77090,HARRIS,URBAN
KVN PHARMACY,ARLINGTON,Texas,TX,76018,TARRANT,URBAN
ST LUKE'S CEC PHARMACY PEARLAND,PEARLAND,Texas,TX,77584,BRAZORIA,URBAN
PROJECT VIDA HEALTH CENTER,FORT HANCOCK,Texas,TX,79839,HUDSPETH,RURAL
WALGREENS #13125,EL PASO,Texas,TX,79938,EL PASO,URBAN
SAM'S CLUB PHARMACY 10-8295,TEXARKANA,Texas,TX,75503,BOWIE,URBAN
AUSTIN COMPOUNDING PHARMACY,AUSTIN,Texas,TX,78746,TRAVIS,URBAN
BIZMART PHARMACY,HOUSTON,Texas,TX,77055,HARRIS,URBAN
MEADOWBROOK PHARMACY,FORT WORTH,Texas,TX,76112,TARRANT,URBAN
WALGREENS #13990,PLANO,Texas,TX,75024,COLLIN,URBAN
WALGREENS #12355,BRIDGE CITY,Texas,TX,77611,ORANGE,URBAN
"LINCOLN PHARMACY, LLC",HOUSTON,Texas,TX,77036,HARRIS,URBAN
CVS/PHARMACY #5990,MESQUITE,Texas,TX,75149,DALLAS,URBAN
WALGREENS #12030,SAN ANTONIO,Texas,TX,78224,BEXAR,URBAN
GRACE MEDICAL CENTER,LUBBOCK,Texas,TX,79412,LUBBOCK,URBAN
RITE CARE PHARMACY,DALLAS,Texas,TX,75231,DALLAS,URBAN
XAVIER PHARMACY III,HOUSTON,Texas,TX,77087,HARRIS,URBAN
CVS/PHARMACY #1430,AUSTIN,Texas,TX,78704,TRAVIS,URBAN
ATKINS EXPRESS PHARMACY,MARBLE FALLS,Texas,TX,78654,BURNET,RURAL
TURTLE CREEK SURGERY CENTER PHARMACY,TYLER,Texas,TX,75701,SMITH,URBAN
CVS/PHARMACY #6744,HOUSTON,Texas,TX,77082,HARRIS,URBAN
CVS/PHARMACY #7623,DALLAS,Texas,TX,75287,DALLAS,URBAN
CVS/PHARMACY #7600,FORT WORTH,Texas,TX,76108,TARRANT,URBAN
CVS/PHARMACY #7443,ABILENE,Texas,TX,79601,TAYLOR,URBAN
CVS/PHARMACY #7442,AUSTIN,Texas,TX,78753,TRAVIS,URBAN
"MED TIME PHARMACY, INC.",EL PASO,Texas,TX,79912,EL PASO,URBAN
HEIGHTS COMPOUNDING PHARMACY,RICHARDSON,Texas,TX,75080,DALLAS,URBAN
WALGREENS #3691,CYPRESS,Texas,TX,77433,HARRIS,URBAN
CVS/PHARMACY #5976,FORT WORTH,Texas,TX,76123,TARRANT,URBAN
CVS/PHARMACY #5965,PLANO,Texas,TX,75024,COLLIN,URBAN
CVS/PHARMACY #3006,HOUSTON,Texas,TX,77080,HARRIS,URBAN
CVS/PHARMACY #2976,NORTH RICHLAND HILLS,Texas,TX,76180,TARRANT,URBAN
WALGREENS #9471,HOUSTON,Texas,TX,77085-1253,HARRIS,URBAN
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,ALLEN,Texas,TX,75013,COLLIN,URBAN
WALGREENS #11566,HUTTO,Texas,TX,78634,WILLIAMSON,URBAN
WALGREENS #7783,DALLAS,Texas,TX,75228,DALLAS,URBAN
WALGREENS #10393,NEW BRAUNFELS,Texas,TX,78132-4737,COMAL,URBAN
CVS/PHARMACY #6754,MISSOURI CITY,Texas,TX,77459,FORT BEND,URBAN
CVS/PHARMACY #5907,SUGAR LAND,Texas,TX,77479,FORT BEND,URBAN
CVS/PHARMACY #5255,FORT WORTH,Texas,TX,76116,TARRANT,URBAN
CVS/PHARMACY #4474,MISSOURI CITY,Texas,TX,77459,FORT BEND,URBAN
CVS/PHARMACY #7465,SEABROOK,Texas,TX,77586,HARRIS,URBAN
BROOKSHIRE PHARMACY #005,BRIDGEPORT,Texas,TX,76426,WISE,URBAN
COMMUNITYCARE - OAK HILL,AUSTIN,Texas,TX,78735,TRAVIS,URBAN
COMMUNITYCARE - NORTH CENTRAL,AUSTIN,Texas,TX,78758,TRAVIS,URBAN
COMMUNITYCARE - HANCOCK CENTER,AUSTIN,Texas,TX,78751,TRAVIS,URBAN
CVS/PHARMACY #3177,HOUSTON,Texas,TX,77056,HARRIS,URBAN
CVS/PHARMACY #7753,HOUSTON,Texas,TX,77056,HARRIS,URBAN
CVS/PHARMACY #7364,HOUSTON,Texas,TX,77065,HARRIS,URBAN
ST. LUKE'S THE WOODLANDS HOSPITAL,THE WOODLANDS,Texas,TX,77384,MONTGOMERY,URBAN
WALGREENS #11816,LAREDO,Texas,TX,78041,WEBB,URBAN
WALGREENS #5834,HOUSTON,Texas,TX,77065,HARRIS,URBAN
BROOKSHIRE PHARMACY #92,CLIFTON,Texas,TX,76634,BOSQUE,RURAL
BROOKSHIRE PHARMACY #04,EMORY,Texas,TX,75440,RAINS,RURAL
SAVON PHARMACY #4294,CLEBURNE,Texas,TX,76033,JOHNSON,URBAN
CVS/PHARMACY #8923,VICTORIA,Texas,TX,77901,VICTORIA,URBAN
WALGREENS #5996,LUBBOCK,Texas,TX,79423-2300,LUBBOCK,URBAN
WALGREENS #9163,HOUSTON,Texas,TX,77075,HARRIS,URBAN
WALGREENS #12715,BAYTOWN,Texas,TX,77521,HARRIS,URBAN
WALGREENS #9291,HOUSTON,Texas,TX,77066,HARRIS,URBAN
WALGREENS #7923,SAN ANTONIO,Texas,TX,78259,BEXAR,URBAN
CVS/PHARMACY #7472,BEAUMONT,Texas,TX,77708,JEFFERSON,URBAN
WALGREENS #10465,BROWNSVILLE,Texas,TX,78526,CAMERON,URBAN
CVS/PHARMACY #7156,RICHARDSON,Texas,TX,75080,DALLAS,URBAN
MEDIC PHARMACY,CANADIAN,Texas,TX,79014,HEMPHILL,RURAL
WALKER PHARMACY,GLADEWATER,Texas,TX,75647-2122,GREGG,URBAN
TEXAS ONCOLOGY PHARMACY - AUSTIN MIDTOWN,AUSTIN,Texas,TX,78705,TRAVIS,URBAN
SEM PHARMACY & MEDICAL SUPPLY,HOUSTON,Texas,TX,77095,HARRIS,URBAN
CVS/PHARMACY #5877,PEARLAND,Texas,TX,77581,BRAZORIA,URBAN
